,Age,Hours per day,While working,Instrumentalist,Composer,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,Fav genre_Classical,Fav genre_Country,Fav genre_EDM,Fav genre_Folk,Fav genre_Gospel,Fav genre_Hip hop,Fav genre_Jazz,Fav genre_K pop,Fav genre_Latin,Fav genre_Lofi,Fav genre_Metal,Fav genre_Pop,Fav genre_R&B,Fav genre_Rap,Fav genre_Rock,Fav genre_Video game music,Primary streaming service_Apple Music,Primary streaming service_No service,Primary streaming service_Other,Primary streaming service_Pandora,Primary streaming service_Spotify,Primary streaming service_YouTube Music
251,2,0,1,1,0,0,1,0,2,0,3,0,0,2,0,2,0,0,0,2,0,0,2,2,9,7,5,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
252,2,2,1,0,0,1,1,0,0,0,2,2,0,1,0,2,2,0,0,3,3,2,1,0,3,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
253,2,1,1,0,0,1,1,0,1,0,2,1,0,3,1,0,2,1,2,3,2,3,2,1,6,6,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
254,1,2,1,0,0,1,1,0,1,0,3,1,0,0,0,0,0,2,1,3,0,0,3,2,10,6,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
255,1,0,1,1,0,0,1,0,1,2,2,0,0,0,1,0,0,0,1,2,1,1,2,3,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
256,2,0,1,0,0,1,1,0,1,0,1,2,0,1,0,0,0,2,0,1,0,0,1,3,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
257,2,4,1,0,0,1,1,0,0,1,1,0,0,3,0,1,0,0,3,2,2,3,3,2,9,10,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
258,2,0,1,0,0,0,1,0,1,0,2,1,0,1,2,2,2,2,0,3,3,2,3,3,7,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
259,3,0,0,0,0,1,0,0,3,0,2,1,0,0,1,0,0,0,2,1,0,0,3,1,3,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
260,3,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,1,0,0,1,0,2,3,0,9,9,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
261,2,0,1,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,3,1,0,1,3,2,5,7,7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
262,2,1,1,0,0,1,0,0,1,3,0,2,1,1,0,0,0,0,1,2,0,0,3,2,0,8,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
263,2,1,0,0,0,1,1,0,1,3,1,2,0,2,1,2,0,0,0,3,3,1,2,0,8,4,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
264,2,0,1,0,0,1,0,0,1,3,1,2,1,0,0,0,1,1,2,1,0,0,2,0,7,2,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
265,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,3,1,1,3,3,9,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
266,3,3,1,1,0,1,1,0,3,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,5,7,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
267,2,0,1,1,0,1,1,0,3,1,1,2,0,1,0,2,0,1,3,3,2,3,2,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
268,3,0,0,0,1,1,1,0,3,0,0,2,0,1,0,0,1,0,0,0,0,0,2,0,4,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
269,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,3,0,0,2,0,3,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
270,2,2,1,1,0,1,0,0,2,1,0,0,0,1,2,0,0,0,3,2,2,1,3,0,2,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
271,2,2,1,0,0,1,1,0,1,0,3,2,0,2,1,0,2,3,3,1,0,3,2,1,0,1,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
272,2,1,1,0,0,1,1,0,1,2,2,0,0,2,0,1,0,2,3,3,3,3,3,1,7,8,6,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
273,2,3,1,0,1,1,0,0,2,1,3,1,1,3,3,1,1,3,3,1,1,2,3,3,6,4,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
274,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3,1,0,3,1,5,6,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
275,1,1,0,0,0,0,0,0,1,1,2,1,1,2,1,0,0,3,1,3,0,0,3,3,6,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
276,1,2,1,0,0,0,1,0,0,0,1,0,1,3,0,0,0,1,1,1,1,3,1,1,8,9,3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
277,2,0,0,1,1,0,1,0,3,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,8,4,3,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
278,1,1,1,1,1,1,1,0,2,0,2,1,0,1,2,2,0,3,0,2,1,1,0,3,8,6,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
279,2,1,1,0,0,1,1,0,2,1,0,1,1,1,0,0,0,0,3,2,1,1,3,0,8,8,7,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
280,1,4,1,0,1,0,0,0,1,0,2,0,0,2,1,0,0,3,2,0,0,2,1,3,5,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
281,2,0,1,1,1,1,0,0,3,0,1,1,0,2,2,0,1,1,1,2,2,2,3,2,6,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
282,3,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,2,1,2,1,0,3,1,7,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
283,2,2,1,0,0,1,1,0,2,1,3,1,1,1,3,2,0,2,2,2,2,1,3,2,8,8,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
284,2,0,1,1,0,1,1,0,1,0,3,0,0,1,0,1,0,0,1,2,1,1,3,2,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
285,3,0,1,1,1,1,1,0,2,1,3,0,0,2,3,3,2,2,2,3,3,1,2,2,8,7,7,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
286,2,2,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,2,3,1,2,3,3,8,8,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
287,1,1,1,1,1,1,0,0,1,1,0,2,0,2,3,0,1,0,2,3,3,3,3,0,8,10,9,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
288,2,1,1,0,0,0,1,0,2,1,0,2,1,2,1,1,0,1,2,2,1,2,3,2,6,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
289,4,1,1,0,0,1,1,0,2,0,0,0,0,0,1,0,0,1,2,2,1,0,2,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
290,3,8,1,0,0,1,1,0,2,1,2,1,0,1,0,2,1,2,3,1,0,1,3,2,8,10,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
291,2,0,0,0,0,1,0,0,1,1,0,1,1,2,0,0,0,0,0,3,1,2,2,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
292,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,3,2,5,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
293,2,0,0,0,0,1,1,0,2,1,0,2,0,2,0,0,0,0,2,2,1,1,3,1,8,9,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
294,2,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
295,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,2,0,6,7,8,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
296,2,1,1,1,0,1,0,0,2,1,0,0,0,1,2,0,0,1,3,1,0,1,3,2,7,4,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
297,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,2,0,1,1,1,1,3,1,9,8,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
298,1,0,0,0,0,0,1,0,2,0,1,0,0,1,1,0,0,0,0,2,0,0,3,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
299,2,3,1,1,1,1,0,0,0,3,0,2,0,1,0,0,0,0,0,1,1,1,2,0,8,9,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
300,3,0,1,0,0,1,1,0,1,1,0,1,0,2,0,0,0,0,3,0,0,2,2,2,7,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
301,2,1,1,1,1,1,1,0,0,3,1,2,0,1,2,0,3,0,1,2,3,2,3,0,10,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
302,2,1,1,0,0,1,1,0,0,0,1,0,0,3,1,0,0,2,0,3,3,3,3,0,8,8,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
303,2,2,1,1,0,1,1,0,1,0,2,0,0,3,2,0,0,2,3,1,2,3,2,2,8,7,7,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
304,3,0,1,0,1,1,1,0,1,0,2,0,0,1,1,0,0,0,1,3,3,3,3,0,8,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
305,6,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,2,0,6,5,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
306,1,0,1,1,0,1,0,0,2,0,0,0,0,1,1,0,0,1,0,3,1,1,0,1,7,6,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
307,2,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,3,0,0,1,1,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
308,2,1,1,0,0,1,1,0,2,2,1,1,0,2,0,1,0,1,0,3,1,1,3,1,8,7,2,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
309,3,0,1,0,0,1,1,0,0,0,3,0,0,2,0,0,0,0,1,0,0,2,0,0,4,4,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
310,5,0,1,0,0,1,0,0,1,1,2,3,0,2,1,0,0,2,1,2,2,2,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
311,2,0,1,1,1,1,1,0,1,2,3,2,1,2,2,1,1,2,3,2,2,3,2,3,6,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
312,3,0,0,0,0,1,0,0,0,1,2,1,0,2,0,0,0,2,1,2,2,2,2,0,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
313,3,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,2,3,1,0,3,0,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
314,2,2,1,0,0,1,0,0,0,3,0,1,0,2,0,0,1,0,2,0,0,2,3,1,5,5,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
315,1,0,1,0,0,1,1,0,0,1,2,2,1,1,2,1,1,1,3,3,2,2,3,2,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
316,2,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,3,1,0,3,0,7,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
317,1,0,1,0,0,1,1,0,3,0,1,1,0,0,0,0,3,1,1,2,2,1,3,1,8,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
318,2,1,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,3,2,2,0,3,2,9,8,6,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
319,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,3,2,3,2,1,3,0,8,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
320,1,4,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,2,0,1,1,3,0,1,7,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
321,4,1,1,0,0,0,1,0,3,1,0,1,0,0,2,0,1,0,3,2,1,0,3,0,6,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
322,2,1,0,0,0,1,0,0,1,0,2,2,0,1,0,0,0,1,1,2,0,0,3,2,7,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
323,1,1,1,0,0,1,1,0,2,2,2,1,1,3,1,3,0,3,0,3,3,3,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
324,6,0,1,0,0,1,0,0,1,0,3,1,0,1,2,1,1,1,0,3,3,1,2,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
325,2,0,1,1,1,1,0,0,1,1,0,1,1,2,2,0,1,1,0,3,3,2,2,1,2,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
326,1,1,1,0,0,1,1,0,2,1,0,0,0,3,2,3,1,0,0,3,1,3,2,1,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
327,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,2,1,7,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
328,2,2,1,1,0,0,0,0,2,0,2,0,0,1,1,1,0,2,1,2,1,2,2,2,8,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
329,1,2,1,0,0,0,0,0,1,0,2,1,0,2,1,0,0,1,1,2,2,0,3,2,8,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
330,2,1,1,1,1,1,0,0,1,1,3,2,1,2,1,0,0,1,2,2,2,2,3,3,5,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
331,2,2,1,0,0,1,1,0,3,1,2,2,1,1,2,1,1,3,1,3,3,1,3,3,7,10,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
332,2,2,1,0,0,1,1,0,1,3,0,3,2,1,2,0,3,1,0,2,2,1,2,0,7,6,8,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
333,3,2,1,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,2,1,1,3,1,8,7,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
334,4,2,1,0,0,1,1,0,2,2,2,2,1,2,2,0,2,2,1,2,2,2,3,1,10,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
335,2,1,1,0,0,1,0,0,0,3,1,2,1,2,0,0,0,0,1,2,1,2,2,0,6,5,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
336,2,4,1,0,0,1,1,0,1,0,3,2,0,1,1,1,1,2,2,3,2,1,3,3,8,7,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
337,2,0,1,0,0,1,1,0,2,0,3,0,0,1,1,2,0,2,0,3,1,2,2,3,10,7,7,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
338,2,0,1,0,0,0,1,0,1,1,3,1,1,1,0,0,0,2,1,2,1,1,2,3,10,10,5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
339,3,1,0,1,0,1,0,0,2,2,0,2,0,0,1,0,0,1,0,1,0,0,2,2,8,2,2,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
340,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,3,0,2,2,0,3,7,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
341,2,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,2,0,9,7,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
342,2,0,1,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,0,3,0,1,2,3,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
343,2,1,1,1,1,1,1,0,1,1,0,3,0,2,2,0,0,0,3,3,3,2,3,0,10,7,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
344,1,1,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
345,2,1,1,0,0,1,1,0,2,1,1,2,0,1,0,3,0,2,0,3,3,3,3,0,6,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
346,3,0,1,1,0,0,0,0,2,0,1,0,0,0,1,0,0,1,2,1,0,0,2,1,7,9,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
347,2,6,1,0,1,1,1,0,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,3,2,5,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
348,1,2,1,1,0,1,1,0,3,1,0,0,0,1,2,1,0,2,0,3,0,0,0,1,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
349,1,1,1,0,0,1,1,0,1,0,3,0,0,3,2,3,0,1,2,3,1,3,3,3,4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
350,2,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,3,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
351,2,2,1,0,0,1,1,0,1,2,2,0,0,1,1,3,1,0,0,3,3,1,1,1,4,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
352,1,0,0,1,0,1,1,0,3,2,0,3,2,3,2,2,0,3,2,1,3,3,2,3,4,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
353,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,3,3,0,3,3,3,7,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
354,2,0,1,0,0,1,1,0,2,1,2,1,0,3,3,1,2,3,0,2,1,2,3,2,7,8,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
355,2,0,1,0,0,0,1,0,2,1,3,1,2,2,2,3,1,3,3,3,2,2,3,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
356,2,0,1,1,0,1,0,0,1,1,3,0,1,0,3,1,1,0,2,1,2,0,3,2,9,7,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357,1,4,1,1,0,1,1,0,1,1,3,2,0,1,2,1,0,1,1,3,2,2,2,2,10,9,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
358,2,0,1,0,0,1,1,0,1,1,1,1,2,1,2,0,1,1,3,2,1,1,3,2,9,9,7,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
359,1,6,1,1,1,1,0,0,1,0,3,0,0,1,1,0,0,1,2,2,0,3,3,2,8,10,9,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
360,2,0,0,0,0,1,1,0,2,1,2,0,0,2,2,0,0,2,2,1,1,1,2,2,8,9,6,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
361,1,1,1,0,0,1,0,0,0,1,1,0,2,2,0,0,0,0,3,0,1,2,3,0,5,6,9,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
362,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,9,3,7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
363,2,1,1,0,0,1,0,0,0,1,3,1,0,3,0,0,0,0,0,2,2,3,2,0,3,2,1,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
364,1,0,1,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,2,3,0,1,2,0,7,7,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
365,2,0,1,0,0,1,0,0,1,2,2,2,0,2,1,1,1,1,1,3,0,2,3,3,7,9,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
366,1,10,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,2,1,5,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
367,4,0,1,0,0,1,0,0,2,0,0,2,1,2,1,0,0,1,0,3,1,1,2,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
368,3,0,1,1,0,1,0,0,3,2,1,3,2,2,2,1,2,1,3,3,2,1,3,3,8,7,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
369,1,0,1,1,0,1,1,0,3,0,1,0,0,1,1,3,0,1,0,3,0,1,0,3,8,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
370,3,1,1,0,0,1,1,0,1,1,2,0,0,2,0,2,1,2,3,2,1,3,3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
371,2,1,1,1,0,0,1,0,3,0,0,0,1,1,0,0,2,1,2,1,0,1,0,0,9,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
372,2,0,1,0,0,1,1,0,1,0,1,0,1,3,1,3,2,0,0,2,3,3,0,0,10,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
373,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,3,2,8,7,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
374,2,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
375,1,1,1,0,0,1,1,0,2,0,2,0,0,1,1,1,0,1,2,2,2,2,3,2,5,7,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
376,7,2,1,0,1,1,0,0,2,1,0,1,2,2,3,2,0,1,2,1,2,1,3,0,7,6,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
377,3,1,1,1,1,1,1,0,2,1,1,2,0,2,2,1,1,3,3,2,1,2,2,2,8,8,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
378,3,1,1,1,0,0,1,0,3,2,2,2,0,0,3,1,1,0,3,1,0,1,3,1,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
379,1,0,1,1,0,1,0,0,1,2,0,0,0,0,0,1,3,0,0,3,2,2,0,0,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
380,3,1,1,0,0,1,1,0,3,3,0,1,0,1,0,0,0,0,3,2,0,1,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
